id,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1464400,3,2018-04-10T06:03:43Z,2018-04-10T06:33:20Z,37.642902,-121.88726,37.642902,-121.88726,0,Right hand shoulder blocked due to accident on I-680 Southbound at Sunol Blvd.,NA,I-680 S,R,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,2018-04-10 5:53,57,NA,74,30.04,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-1521156,3,2018-04-15T16:13:56Z,2018-04-15T16:43:28Z,32.794182,-96.814751,32.794182,-96.814751,0,Two lanes blocked due to accident on I-35E Southbound at Hi Line Dr.,NA,US-77 S,R,Dallas,Dallas,TX,75207,US,US/Central,KDAL,2018-04-15 15:53,64,NA,19,30.15,10,WNW,13.8,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-396491,2,2019-08-29T07:41:38Z,2019-08-29T08:11:20Z,35.79047,-78.740425,35.79047,-78.740425,0,Accident on NC-54 Chapel Hill Rd at I-40 Exit 290.,6705,Chapel Hill Rd,R,Raleigh,Wake,NC,27607-5013,US,US/Eastern,KRDU,2019-08-29 7:51,66,66,75,29.56,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1724609,3,2017-10-12T14:50:39Z,2017-10-12T20:50:39Z,38.99196,-94.50231,38.99781,-94.50216,0.404,At Gregory Blvd/Exit 67 - Accident.,NA,I-435 N,R,Kansas City,Jackson,MO,64133,US,US/Central,KLXT,2017-10-12 14:53,66,NA,65,30.01,10,SE,12.7,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-657088,2,2019-08-11T15:59:13Z,2019-08-11T19:59:13Z,44.877561,-122.99943,44.87782,-122.99939,0.018,At Kuebler Blvd/Exit 252 - Accident.,NA,I-5 N,R,Salem,Marion,OR,97317,US,US/Pacific,KSLE,2019-08-11 15:56,75,75,41,29.89,10,WNW,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1658917,3,2019-12-11T05:42:36Z,2019-12-11T09:20:48Z,42.502354,-71.11895,42.502354,-71.11895,0,Right lane blocked due to accident on I-93 Northbound at 128.,NA,I-95 S,R,Reading,Middlesex,MA,1867,US,US/Eastern,KBVY,2019-12-11 5:48,30,23,93,30.05,1,WNW,8,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-1392003,2,2020-01-10T10:36:17Z,2020-01-10T14:36:17Z,44.90342,-122.9851,44.90342,-122.9851,0,At Kuebler Blvd/Exit 252 - Accident.,NA,I-5 S,R,Salem,Marion,OR,97302,US,US/Pacific,KSLE,2020-01-10 10:56,46,37,61,29.74,10,S,25,0,Cloudy / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1441780,4,2019-06-05T01:28:39Z,2019-06-05T01:56:10Z,39.841936,-75.40069,39.83427,-75.42384,1.338,Closed between US-322/Exit 4 and PA-452/Market St/Exit 2 - Road closed due to accident.,NA,I-95 S,R,Chester,Delaware,PA,19013,US,US/Eastern,KPHL,2019-06-05 1:54,68,68,56,29.99,10,SSW,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1222930,2,2019-12-26T09:15:00Z,2019-12-26T09:47:29Z,36.197778,-121.1475,36.197778,-121.1475,0,At CR-G14/Jolon Rd - Accident.,NA,El Camino Real N,R,King City,Monterey,CA,93930,US,US/Pacific,K87Q,2019-12-26 8:56,49,49,74,29.62,10,ENE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2581603,2,2019-01-15T16:00:54Z,2019-01-15T16:30:37Z,35.823078,-78.622398,35.823078,-78.622398,0,Accident on Wake Forest Rd at Wake Towne Dr.,3017,Wake Forest Rd,L,Raleigh,Wake,NC,27609-7843,US,US/Eastern,KRDU,2019-01-15 15:51,46.9,NA,56,30.19,10,NNW,3.5,NA,Scattered Clouds,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-643220,2,2019-04-19T16:04:26Z,2019-04-19T19:06:44Z,29.74398,-95.356171,29.74398,-95.356171,0,Accident on Pease St at St Charles St.,2499,Pease St,L,Houston,Harris,TX,77003-5237,US,US/Central,KMCJ,2019-04-19 15:53,74,74,26,29.93,10,NNW,29,0,Fair / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1721201,2,2019-11-08T19:19:00Z,2019-11-08T20:32:45Z,37.447877,-121.92153,37.447877,-121.92153,0,At Dixon Landing Rd - Accident.,NA,I-880 N,R,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,2019-11-08 18:53,55,55,86,30.11,8,NW,8,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2893271,2,2019-10-01T09:49:30Z,2019-10-01T10:18:05Z,44.29728,-94.72432,44.3195,-94.46683,12.823,Between MN-4/MN-68/3rd Ave and MN-68/7th St N/MN-15/N Broadway St - Accident.,198,Main St W,R,Sleepy Eye,Brown,MN,56085-1328,US,US/Central,KULM,2019-10-01 9:55,52,52,88,28.93,10,N,7,0.02,Light Drizzle,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2320082,3,2016-12-29T15:02:47Z,2016-12-29T16:05:00Z,32.86232,-96.893806,NA,NA,0.01,Accident on I-35E / Stemmons Fwy Southbound at TX-12 Loop Northwest Hwy.,NA,W Northwest Hwy,R,Dallas,Dallas,TX,75220,US,US/Central,KDAL,2016-12-29 14:53,60.1,NA,13,30.47,10,North,16.1,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-494500,2,2019-09-10T17:15:30Z,2019-09-10T18:08:17Z,33.862316,-118.199285,33.862316,-118.199285,0,At Long Beach Blvd - Accident.,NA,I-710 N,R,Long Beach,Los Angeles,CA,90805,US,US/Pacific,KLGB,2019-09-10 16:53,75,75,57,29.81,10,SW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-776749,3,2019-05-08T07:33:54Z,2019-05-08T08:34:58Z,41.825039,-87.630592,NA,NA,4.519999981,Main roadway closed due to accident on I-90 Dan Ryan Expy outbound between I-55 and Wentworth Ave. Traffic getting by on the shoulder.,NA,Dan Ryan Expy S,R,Chicago,Cook,IL,60609,US,US/Central,KMDW,2019-05-08 7:53,49,43,77,29.45,10,E,16,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2429876,3,2018-12-17T12:28:47Z,2018-12-17T12:58:21Z,29.93173,-95.41203,29.92898,-95.41204,0.19,At FM-525/Aldine Bender Rd/Exit 60 - Accident.,NA,Aldine Bender Rd,R,Houston,Harris,TX,77037,US,US/Central,KIAH,2018-12-17 12:53,66,NA,54,30.22,10,WSW,5.8,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-279329,2,2017-08-24T14:08:40Z,2017-08-24T14:38:08Z,28.347919,-81.552513,28.347919,-81.552513,0,Accident on Victory Way at Osceola Pkwy.,NA,Victory Way,R,Orlando,Orange,FL,32830,US,US/Eastern,KISM,2017-08-24 13:56,81,NA,85,29.9,10,SE,3.5,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2143978,2,2019-02-09T06:30:27Z,2019-02-09T10:30:27Z,43.877694,-123.01319,43.91134,-123.01311,2.325,At Springfld-Creswell Hwy/Exit 182 - Accident.,NA,I-5 N,R,Creswell,Lane,OR,97426,US,US/Pacific,KEUG,2019-02-09 6:32,35.1,26.9,89,29.51,10,SSE,11.5,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-693084,2,2020-09-17T14:04:00Z,2020-09-17T19:45:45Z,25.734897,-80.30295,25.733394,-80.301439,0.14,Stationary traffic on FL-976 from SW 39th St to SW 65th Ave due to accident.,6668,SW 39th St,R,Miami,Miami-Dade,FL,33155-4884,US,US/Eastern,KMIA,2020-09-17 13:53,90,90,55,29.9,10,SSE,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-363409,4,2018-07-20T07:11:00Z,2018-07-20T07:40:40Z,39.894032,-105.09605,39.883845,-105.09637,0.704,Closed at W 104th Ave - Road closed due to accident.,10879,Wadsworth Pkwy,L,Broomfield,Jefferson,CO,80021,US,US/Mountain,KBJC,2018-07-20 6:45,71.6,NA,46,30.14,30,Calm,NA,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-391995,2,2019-10-24T23:51:24Z,2019-10-25T00:21:04Z,34.886608,-82.067291,34.886608,-82.067291,0,Accident on SC-296 Reidville Rd at SC-290 Moore Duncan Hwy.,NA,Reidville Rd,R,Duncan,Spartanburg,SC,29334,US,US/Eastern,KGSP,2019-10-24 23:53,56,56,67,29.27,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-2039406,2,2018-02-22T05:10:36Z,2018-02-22T05:40:26Z,33.62056,-117.423248,33.62056,-117.423248,0,Accident on CA-74 Ortega Hwy Westbound at Rocky Rd.,NA,Rocky Rd,R,Lake Elsinore,Riverside,CA,92530,US,US/Pacific,KF70,2018-02-22 5:15,33.8,NA,87,30.19,10,Calm,NA,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-829776,3,2018-11-19T17:01:37Z,2018-11-19T17:31:37Z,36.851057,-119.946402,36.85393,-119.94879,0.238,At CA-99/Golden State Blvd - Accident. Lane blocked.,NA,CA-99 N,R,Madera,Madera,CA,93637,US,US/Pacific,KMAE,2018-11-19 16:53,59,NA,51,30.01,2,WSW,3.5,NA,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2793862,2,2019-08-30T15:11:30Z,2019-08-30T16:49:32Z,33.87192,-117.6871,33.872002,-117.687317,0.014,At I-15 - Accident.,NA,CA-91 E,R,Anaheim,Orange,CA,92808,US,US/Pacific,KAJO,2019-08-30 14:56,94,94,38,29.31,10,NW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1318456,2,2018-04-25T15:36:59Z,2018-04-25T21:36:59Z,25.832207,-80.205808,25.832207,-80.205808,0,At I-95 Local Ln Access - Accident. Left lane blocked.,NA,I-95 N,R,Miami,Miami-Dade,FL,33127,US,US/Eastern,KMIA,2018-04-25 15:53,80.1,NA,60,29.9,10,SE,13.8,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-767856,3,2018-01-17T12:46:53Z,2018-01-17T18:46:53Z,38.94642,-76.84765,38.94513,-76.86339,0.851,At I-95/I-495/Beltway/Exit 7 - Accident.,NA,US-50 W,R,Lanham,Prince George's,MD,20706,US,US/Eastern,KCGS,2018-01-17 12:37,24.6,14.4,48,30.35,10,NW,10.4,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-878376,2,2018-09-09T12:35:43Z,2018-09-09T16:35:43Z,44.853745,-122.662324,44.853496,-122.663322,0.052,At Cascade Hwy SE - Accident.,19432,Silver Falls Hwy SE,L,Sublimity,Marion,OR,97385-9758,US,US/Pacific,KSLE,2018-09-09 12:56,72,NA,40,30,10,West,4.6,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1500138,2,2020-09-20T03:20:23Z,2020-09-20T06:48:11Z,35.024108,-81.062076,35.024268,-81.064416,0.133,Incident on RIVER SHORE DR near ALLISON CREEK RD Drive with caution.,4701,Allison Creek Rd,R,York,York,SC,29745-9112,US,US/Eastern,KUZA,2020-09-20 2:54,51,51,74,29.6,10,NE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-140349,2,2020-12-24T22:23:00Z,2020-12-25T00:04:53Z,37.647367,-77.592798,37.647947,-77.593368,0.051,Incident on I-64 WB near MM 179 Expect long delays.,NA,I-64 W,R,Henrico,Henrico,VA,23233,US,US/Eastern,KOFP,2020-12-24 22:33,63,63,90,29.22,7,S,9,0.03,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-47221,2,2020-01-31T05:33:00Z,2020-01-31T07:49:27Z,33.869628,-118.055103,33.869628,-118.055103,0,At Shoemaker Ave - Accident.,NA,Shoemaker Ave,R,Cerritos,Los Angeles,CA,90703,US,US/Pacific,KFUL,2020-01-31 5:53,47,47,68,30.07,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-708378,2,2018-08-12T14:43:13Z,2018-08-12T18:43:13Z,44.400048,-122.542219,44.398993,-122.539328,0.16,At Whiskey Butte Dr/Whiskey Butte Rd - Accident.,46675,Santiam Hwy,R,Foster,Linn,OR,97345-9729,US,US/Pacific,KCVO,2018-08-12 14:56,81,NA,38,30.05,10,North,10.4,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2192126,2,2018-12-21T21:20:15Z,2018-12-21T21:49:59Z,37.68087,-77.589165,37.68087,-77.589165,0,Accident on Twin Hickory Rd at Nuckols Rd.,NA,Twin Hickory Rd,R,Glen Allen,Henrico,VA,23059,US,US/Eastern,KOFP,2018-12-21 20:54,55.9,NA,67,29.24,10,SSW,6.9,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2829241,2,2020-10-15T18:55:30Z,2020-10-15T19:31:30Z,35.347255,-119.039644,35.322305,-119.037534,1.728,Slow traffic on CA-99 from CA-58 (CA-99) to White Ln (CA-99) due to accident.,NA,CA-99 S,R,Bakersfield,Kern,CA,93304,US,US/Pacific,KBFL,2020-10-15 18:54,80,80,38,29.42,10,NNW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-1454533,2,2017-02-02T08:37:03Z,2017-02-02T09:06:37Z,40.058037,-76.548958,40.058037,-76.548958,0,Accident on Market St at Chestnut St.,298,E Market St,R,Marietta,Lancaster,PA,17547-1532,US,US/Eastern,KLNS,2017-02-02 8:53,36,32.1,86,30.12,9,WNW,4.6,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-338294,2,2019-11-25T12:05:27Z,2019-11-25T16:05:27Z,44.42447,-121.83757,44.42447,-121.83757,0,At NF-2076 - Accident.,NA,Highway 20,R,Camp Sherman,Jefferson,OR,97730,US,US/Pacific,KRDM,2019-11-25 11:56,43,36,53,26.86,10,W,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-208721,2,2020-04-03T09:06:31Z,2020-04-03T09:56:42Z,43.666332,-94.227402,43.666332,-94.227402,0,Accident on I-90 Eastbound at Exit 113 CR-1 320th Ave.,NA,I-90 E,R,Blue Earth,Faribault,MN,56013,US,US/Central,KFRM,2020-04-03 9:05,23,8,86,28.91,10,NW,20,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1115770,2,2018-09-20T21:03:15Z,2018-09-21T01:03:15Z,44.867063,-123.22908,44.860635,-123.22916,0.444,At OR-51/E Main St/Monmouth Hwy - Accident.,NA,S Pacific Hwy W,R,Independence,Polk,OR,97351,US,US/Pacific,KSLE,2018-09-20 20:56,62.1,NA,56,30.08,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-926973,3,2018-08-26T16:45:12Z,2018-08-26T17:14:39Z,35.174538,-90.01828,35.174538,-90.01828,0,Right lane blocked due to accident on I-40 Eastbound at Exit 2 Smith Ave.,NA,I-40 E,R,Memphis,Shelby,TN,38107,US,US/Central,KMEM,2018-08-26 16:54,93,NA,50,30.06,10,SSW,8.1,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2766943,2,2020-12-17T23:44:00Z,2020-12-18T01:01:25Z,34.001687,-118.41059,34.000577,-118.40857,0.139,Incident on SAWTELLE BLVD near BRADDOCK DR Drive with caution.,4427,Sawtelle Blvd,R,Culver City,Los Angeles,CA,90230-4983,US,US/Pacific,KSMO,2020-12-17 23:51,56,56,42,29.81,10,CALM,0,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2546219,2,2019-07-29T11:06:16Z,2019-07-29T11:35:42Z,47.661209,-122.292839,NA,NA,0,Right lane blocked due to accident on 45th St Westbound at 45th Pl.,3200,NE 45th Pl,R,Seattle,King,WA,98105-4023,US,US/Pacific,KBFI,2019-07-29 10:53,72,72,48,30.01,10,NNE,3,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2505231,3,2020-07-15T18:23:46Z,2020-07-15T19:08:10Z,30.4893,-97.676079,30.4893,-97.676079,0,#1 #2 lane blocked due to accident on I-35 at Hesters Crossing Rd.,NA,Hesters Crossing Rd,R,Round Rock,Williamson,TX,78664,US,US/Central,KEDC,2020-07-15 18:15,99,99,32,29.27,8,S,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1165254,2,2020-12-28T18:12:57Z,2020-12-28T19:27:58Z,44.637963,-93.618134,44.643005,-93.623169,0.427,Incident on MN-21 near GOLFVIEW DR Drive with caution.,4798,Golfview Dr,L,Jordan,Scott,MN,55352-8639,US,US/Central,KFCM,2020-12-28 17:53,19,10,65,29.39,10,WNW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2495298,3,2020-12-21T18:59:24Z,2020-12-21T19:28:51Z,33.790401,-117.225952,33.790401,-117.225952,0,#3 lane blocked due to accident on I-215 Northbound before Perris Blvd.,NA,Escondido Fwy N,R,Perris,Riverside,CA,92571,US,US/Pacific,KRIV,2020-12-21 18:56,55,55,27,28.35,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2357293,3,2020-04-06T14:45:18Z,2020-04-06T16:17:00Z,32.901947,-80.022697,32.901947,-80.022697,0,Left lane blocked due to accident on I-26 Westbound at Aviation Ave.,NA,I-26 W,R,Charleston,Charleston,SC,29406,US,US/Eastern,KCHS,2020-04-06 14:56,81,81,44,30.02,10,S,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-52727,4,2020-11-13T07:33:18Z,2020-11-13T16:35:41Z,41.667707,-71.912073,41.61745,-71.945275,3.873,I-395 Southbound CLOSED between Exits 28 and 24 because of Truck Accident (Tractor Trailer). Reported Thursday November 12 at 11:33 pm.,NA,Governor John Davis Lodge Tpke S,R,Plainfield,Windham,CT,6374,US,US/Eastern,KIJD,2020-11-13 7:36,44,42,96,29.8,2,N,5,0,Fog,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2785367,2,2020-10-05T17:35:38Z,2020-10-05T19:21:01Z,38.939098,-77.133539,38.935808,-77.134299,0.231,Incident on GEORGE WASHINGTON MEMORIAL PKY near GEORGE WASHINGTON MEMORIAL PKY Drive with caution.,NA,George Washington Memorial Pkwy S,R,Mc Lean,Fairfax County,VA,22101,US,US/Eastern,KDCA,2020-10-05 17:52,65,65,48,30.16,10,WNW,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2413714,2,2016-08-12T09:12:57Z,2016-08-12T15:12:57Z,35.021923,-80.7628,35.02196,-80.76279,0.003,At Ardrey Kell Rd - Accident.,13899,Providence Rd,L,Matthews,Union,NC,28104-9372,US,US/Eastern,KEQY,2016-08-12 9:18,78.1,NA,87,30.09,10,Calm,NA,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1028072,2,2020-11-22T19:03:35Z,2020-11-22T21:35:37Z,25.86311,-80.21389,25.862455,-80.213876,0.045,Incident on NW 10TH AVE near HOUSE 9674 Drive with caution.,9599,NW 10th Ave,R,Miami,Miami-Dade,FL,33150,US,US/Eastern,KOPF,2020-11-22 18:53,74,74,82,29.99,10,NNE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2118242,4,2020-11-29T21:18:00Z,2020-11-29T22:38:39Z,40.916192,-72.730279,40.918199,-72.727478,0.202,Crash on I-495 eastbound at Exit 72 - NY 25; West Main St; (Riverhead) all lanes closed,NA,Long Island Expy E,R,Calverton,Suffolk,NY,11933,US,US/Eastern,KHWV,2020-11-29 20:56,39,39,79,30.04,6,SSW,3,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2102640,2,2020-12-08T06:54:26Z,2020-12-08T07:44:45Z,45.00771,-93.106819,45.00771,-93.106819,0,Accident on MN-36 Westbound at MN-49 Rice St.,NA,Highway 36 W,R,Saint Paul,Ramsey,MN,55113,US,US/Central,KSTP,2020-12-08 6:53,32,24,85,29.24,6,S,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-1042269,2,2018-11-20T15:55:05Z,2018-11-20T16:24:27Z,41.58042,-90.36518,41.57953,-90.36463,0.068,At Iowa/Illinois State Line - Accident. Two lanes blocked.,NA,I-80 E,R,Le Claire,Scott,IA,52753,US,US/Central,KDVN,2018-11-20 15:52,30.9,21.7,64,30.22,10,WSW,11.5,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1039639,2,2019-03-20T19:25:59Z,2019-03-20T21:13:23Z,34.994781,-81.978729,34.994781,-81.978729,0,Accident on Valley Falls Rd at Lone Oak Rd.,7539,Valley Falls Rd,R,Spartanburg,Spartanburg,SC,29303-1753,US,US/Eastern,KSPA,2019-03-20 19:35,57.2,NA,33,30.08,10,ENE,3.5,NA,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1857310,3,2017-07-03T07:44:16Z,2017-07-03T08:43:45Z,26.188438,-80.151825,26.188438,-80.151825,0,Queueing traffic due to accident on I-95 Northbound at Exit 32 FL-870 Commercial Blvd.,NA,I-95 N,R,Fort Lauderdale,Broward,FL,33309,US,US/Eastern,KFXE,2017-07-03 7:53,81,NA,88,30.11,10,ESE,4.6,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
